source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:BP	GO:0140546	defense response to symbiont	4.1160914573882124e-10	True	"""Reactions triggered in response to the presence of a symbiont that act to protect or prevent damage to the host."" [GOC:pg]"	1113	1749	164	21031	0.09376786735277301	0.14734950584007186	query_1	['GO:0098542']
GO:BP	GO:0051240	positive regulation of multicellular organismal process	4.41484763713059e-10	True	"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1637	1749	220	21031	0.12578616352201258	0.13439218081857054	query_1	['GO:0032501', 'GO:0048518', 'GO:0051239']
GO:BP	GO:0051252	regulation of RNA metabolic process	4.4296609557763283e-10	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	3763	1749	429	21031	0.24528301886792453	0.11400478341748604	query_1	['GO:0016070', 'GO:0019219', 'GO:0060255']
REAC	REAC:R-HSA-1280215	Cytokine Signaling in Immune system	4.484082389694705e-10	True	Cytokine Signaling in Immune system	719	1149	138	10842	0.12010443864229765	0.19193324061196107	query_1	['REAC:R-HSA-168256']
GO:BP	GO:0048519	negative regulation of biological process	4.70016442102358e-10	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5874	1749	622	21031	0.3556317895940537	0.10589036431733061	query_1	['GO:0008150', 'GO:0050789']
GO:MF	GO:0036094	small molecule binding	4.772587186095978e-10	True	"""Binding to a small molecule, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:pm]"	6357	1809	705	20212	0.38971807628524047	0.11090136857008023	query_1	['GO:0005488']
GO:BP	GO:0001817	regulation of cytokine production	6.018415905333906e-10	True	"""Any process that modulates the frequency, rate, or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]"	773	1749	125	21031	0.0714694110920526	0.16170763260025872	query_1	['GO:0001816', 'GO:0010468', 'GO:0051239']
GO:BP	GO:0065009	regulation of molecular function	7.023162598331474e-10	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	1799	1749	236	21031	0.1349342481417953	0.1311839911061701	query_1	['GO:0065007']
GO:MF	GO:0003824	catalytic activity	7.112089218144155e-10	True	"""Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."" [GOC:vw, ISBN:0198506732]"	5758	1809	647	20212	0.35765616362631286	0.11236540465439389	query_1	['GO:0003674']
GO:BP	GO:0035556	intracellular signal transduction	7.217792449300544e-10	True	"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	2668	1749	323	21031	0.18467695826186392	0.12106446776611694	query_1	['GO:0007165']
GO:BP	GO:0048514	blood vessel morphogenesis	8.748765103160548e-10	True	"""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]"	625	1749	107	21031	0.061177815894797025	0.1712	query_1	['GO:0001568', 'GO:0035239']
GO:BP	GO:0001816	cytokine production	1.0528810036203413e-09	True	"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]"	779	1749	125	21031	0.0714694110920526	0.16046213093709885	query_1	['GO:0010467', 'GO:0032501']
GO:BP	GO:1901700	response to oxygen-containing compound	1.2229773261382357e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1663	1749	221	21031	0.126357918810749	0.13289236319903788	query_1	['GO:0042221']
GO:BP	GO:0034654	nucleobase-containing compound biosynthetic process	1.4533656762791703e-09	True	"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]"	4027	1749	451	21031	0.2578616352201258	0.11199404022845791	query_1	['GO:0006139', 'GO:0018130', 'GO:0019438', 'GO:0044271', 'GO:1901362']
GO:BP	GO:0018130	heterocycle biosynthetic process	1.6209036489672214e-09	True	"""The chemical reactions and pathways resulting in the formation of heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [ISBN:0198547684]"	4105	1749	458	21031	0.26186392224128074	0.11157125456760049	query_1	['GO:0044249', 'GO:0046483']
GO:BP	GO:0019438	aromatic compound biosynthetic process	1.63599486485631e-09	True	"""The chemical reactions and pathways resulting in the formation of aromatic compounds, any substance containing an aromatic carbon ring."" [GOC:ai]"	4116	1749	459	21031	0.2624356775300172	0.11151603498542274	query_1	['GO:0006725', 'GO:0044249']
GO:BP	GO:0097190	apoptotic signaling pathway	1.7954841055569414e-09	True	"""The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis]"	607	1749	104	21031	0.05946255002858777	0.171334431630972	query_1	['GO:0006915', 'GO:0007165']
GO:BP	GO:0051246	regulation of protein metabolic process	1.9148562557278343e-09	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	2102	1749	265	21031	0.15151515151515152	0.12607040913415796	query_1	['GO:0019538', 'GO:0051171', 'GO:0060255', 'GO:0080090']
GO:BP	GO:0043412	macromolecule modification	3.491023662772547e-09	True	"""The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties."" [GOC:go_curators]"	3262	1749	377	21031	0.21555174385363066	0.11557326793378296	query_1	['GO:0043170']
GO:BP	GO:0051247	positive regulation of protein metabolic process	3.6363410968514907e-09	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1253	1749	176	21031	0.10062893081761007	0.14046288906624102	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']
GO:BP	GO:0030335	positive regulation of cell migration	3.775347226031234e-09	True	"""Any process that activates or increases the frequency, rate or extent of cell migration."" [GOC:go_curators]"	540	1749	95	21031	0.05431675242995998	0.17592592592592593	query_1	['GO:0016477', 'GO:0030334', 'GO:2000147']
GO:BP	GO:0009967	positive regulation of signal transduction	5.052685415960086e-09	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1561	1749	208	21031	0.11892510005717553	0.13324791800128122	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']
GO:BP	GO:0043067	regulation of programmed cell death	5.9153167976236826e-09	True	"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	1506	1749	202	21031	0.115494568324757	0.1341301460823373	query_1	['GO:0012501', 'GO:0050794']
GO:BP	GO:0001525	angiogenesis	7.4293804594786895e-09	True	"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels."" [ISBN:0878932453]"	538	1749	94	21031	0.053744997141223556	0.17472118959107807	query_1	['GO:0048514', 'GO:0048646']
GO:BP	GO:0051607	defense response to virus	7.472512631851786e-09	True	"""Reactions triggered in response to the presence of a virus that act to protect the cell or organism."" [GOC:ai]"	312	1749	65	21031	0.037164093767867355	0.20833333333333334	query_1	['GO:0009615', 'GO:0140546']
GO:BP	GO:0042981	regulation of apoptotic process	7.988116501774834e-09	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	1463	1749	197	21031	0.1126357918810749	0.1346548188653452	query_1	['GO:0006915', 'GO:0043067']
GO:BP	GO:0051254	positive regulation of RNA metabolic process	8.458594609131604e-09	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	1852	1749	237	21031	0.13550600343053174	0.12796976241900648	query_1	['GO:0010604', 'GO:0016070', 'GO:0045935', 'GO:0051252']
GO:MF	GO:0043167	ion binding	8.777353470678672e-09	True	"""Binding to an ion, a charged atoms or groups of atoms."" [GOC:jl]"	6146	1809	677	20212	0.3742399115533444	0.11015294500488122	query_1	['GO:0036094']
GO:BP	GO:0033554	cellular response to stress	1.2114632639792448e-08	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	1770	1749	228	21031	0.13036020583190394	0.1288135593220339	query_1	['GO:0006950', 'GO:0051716']
GO:BP	GO:0031323	regulation of cellular metabolic process	1.2313652061018565e-08	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	6673	1749	684	21031	0.3910806174957118	0.10250262250861682	query_1	['GO:0019222', 'GO:0044237', 'GO:0050794']
GO:BP	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1.5752560685229816e-08	True	"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	2052	1749	256	21031	0.14636935391652373	0.12475633528265107	query_1	['GO:0006139', 'GO:0019219', 'GO:0031325', 'GO:0051173']
